burst,Ind_ID,new_burst,attribution_merged,activity,id,split
burst_2,Vry,107487,Resting,Inactive,Vry_107487,train
burst_2,Vry,107488,Resting,Inactive,Vry_107488,train
burst_2,Vry,107489,Resting,Inactive,Vry_107489,test
burst_2,Vry,107490,Resting,Inactive,Vry_107490,train
burst_2,Vry,107491,Resting,Inactive,Vry_107491,train
burst_2,Vry,107492,Resting,Inactive,Vry_107492,train
burst_2,Vry,107493,Resting,Inactive,Vry_107493,test
burst_2,Vry,107494,Resting,Inactive,Vry_107494,test
burst_2,Vry,107495,Resting,Inactive,Vry_107495,test
burst_2,Vry,107496,Resting,Inactive,Vry_107496,train
burst_2,Vry,590035,Walking,Active,Vry_590035,train
burst_2,Vry,590036,Walking,Active,Vry_590036,test
burst_2,Vry,590037,Remove,Remove,Vry_590037,train
burst_2,Vry,590038,Walking,Active,Vry_590038,train
burst_2,Vry,590039,Grooming receiver,Inactive,Vry_590039,train
burst_2,Vry,590040,Grooming actor,Active,Vry_590040,train
burst_2,Vry,590041,Grooming actor,Active,Vry_590041,test
burst_2,Vry,590042,Grooming actor,Active,Vry_590042,test
burst_2,Vry,590043,Resting,Inactive,Vry_590043,test
burst_2,Vry,590044,Resting,Inactive,Vry_590044,train
burst_2,Vry,590045,Grooming actor,Active,Vry_590045,train
burst_2,Vry,590046,Grooming actor,Active,Vry_590046,train
burst_2,Vry,590047,Remove,Remove,Vry_590047,train
burst_2,Vry,590048,Remove,Remove,Vry_590048,train
burst_2,Vry,598029,Grooming actor,Active,Vry_598029,train
burst_2,Vry,598030,Grooming actor,Active,Vry_598030,test
burst_2,Vry,598031,Grooming actor,Active,Vry_598031,train
burst_2,Vry,598032,Grooming actor,Active,Vry_598032,train
burst_2,Vry,598033,Grooming actor,Active,Vry_598033,train
burst_2,Vry,598034,Walking,Active,Vry_598034,test
burst_2,Vry,598035,Remove,Remove,Vry_598035,test
burst_2,Vry,598036,Remove,Remove,Vry_598036,test
burst_2,Vry,598037,Grooming actor,Active,Vry_598037,train
burst_2,Vry,598038,Grooming actor,Active,Vry_598038,train
burst_2,Vry,601695,Resting,Inactive,Vry_601695,train
burst_2,Vry,601696,Grooming actor,Active,Vry_601696,test
burst_2,Vry,630663,Grooming actor,Active,Vry_630663,test
burst_2,Vry,630664,Grooming receiver,Inactive,Vry_630664,test
burst_2,Vry,630665,Remove,Remove,Vry_630665,train
burst_2,Vry,630666,Remove,Remove,Vry_630666,train
burst_2,Vry,630667,Remove,Remove,Vry_630667,test
burst_2,Vry,630668,Remove,Remove,Vry_630668,train
burst_2,Vry,630669,Remove,Remove,Vry_630669,train
burst_2,Vry,630670,Remove,Remove,Vry_630670,train
burst_2,Vry,630671,Remove,Remove,Vry_630671,test
burst_2,Vry,630672,Remove,Remove,Vry_630672,train
burst_2,Vry,630673,Remove,Remove,Vry_630673,train
burst_2,Vry,630674,Remove,Remove,Vry_630674,train
burst_2,Vry,630675,Remove,Remove,Vry_630675,test
burst_2,Vry,630676,Remove,Remove,Vry_630676,test
burst_2,Vry,630677,Remove,Remove,Vry_630677,test
burst_2,Vry,630678,Remove,Remove,Vry_630678,train
burst_2,Vry,630679,Remove,Remove,Vry_630679,train
burst_2,Vry,630680,Remove,Remove,Vry_630680,train
burst_2,Vry,630681,Remove,Remove,Vry_630681,train
burst_2,Vry,630682,Remove,Remove,Vry_630682,train
burst_2,Vry,630683,Remove,Remove,Vry_630683,train
burst_2,Vry,630684,Remove,Remove,Vry_630684,train
burst_2,Vry,630685,Remove,Remove,Vry_630685,train
burst_2,Vry,630686,Remove,Remove,Vry_630686,test
burst_2,Vry,630687,Walking,Active,Vry_630687,test
burst_2,Vry,634261,Grooming actor,Active,Vry_634261,train
burst_2,Vry,634262,Grooming actor,Active,Vry_634262,train
burst_2,Vulkaan,158765,Eating,Active,Vulkaan_158765,train
burst_2,Vulkaan,158766,Resting,Inactive,Vulkaan_158766,test
burst_2,Vulkaan,158767,Eating,Active,Vulkaan_158767,train
burst_2,Vulkaan,158768,Self-scratching,Active,Vulkaan_158768,test
burst_2,Vulkaan,158769,Resting,Inactive,Vulkaan_158769,train
burst_2,Vulkaan,158770,Resting,Inactive,Vulkaan_158770,test
burst_2,Vulkaan,158771,Remove,Remove,Vulkaan_158771,train
burst_2,Vulkaan,158772,Remove,Remove,Vulkaan_158772,test
burst_2,Vulkaan,158773,Remove,Remove,Vulkaan_158773,train
burst_2,Vulkaan,158774,Self-scratching,Active,Vulkaan_158774,train
burst_2,Vulkaan,158781,Resting,Inactive,Vulkaan_158781,train
burst_2,Vulkaan,158782,Resting,Inactive,Vulkaan_158782,test
burst_2,Vulkaan,158783,Resting,Inactive,Vulkaan_158783,train
burst_2,Vulkaan,158784,Resting,Inactive,Vulkaan_158784,test
burst_2,Vulkaan,620870,Resting,Inactive,Vulkaan_620870,train
burst_2,Vulkaan,620871,Walking,Active,Vulkaan_620871,train
burst_2,Vulkaan,620872,Resting,Inactive,Vulkaan_620872,train
burst_2,Vulkaan,620873,Remove,Remove,Vulkaan_620873,test
burst_2,Vulkaan,620874,Walking,Active,Vulkaan_620874,test
burst_2,Vulkaan,620875,Eating,Active,Vulkaan_620875,train
burst_2,Vulkaan,620876,Eating,Active,Vulkaan_620876,train
burst_2,Vulkaan,620877,Resting,Inactive,Vulkaan_620877,train
burst_2,Vulkaan,620878,Resting,Inactive,Vulkaan_620878,train
burst_2,Vulkaan,620879,Walking,Active,Vulkaan_620879,train
burst_2,Vulkaan,620880,Remove,Remove,Vulkaan_620880,train
burst_2,Vulkaan,620881,Resting,Inactive,Vulkaan_620881,test
burst_2,Vulkaan,620882,Resting,Inactive,Vulkaan_620882,train
burst_2,Vulkaan,620883,Resting,Inactive,Vulkaan_620883,test
burst_2,Vulkaan,620884,Resting,Inactive,Vulkaan_620884,train
burst_2,Vulkaan,620885,Resting,Inactive,Vulkaan_620885,train
burst_2,Vulkaan,620886,Remove,Remove,Vulkaan_620886,train
burst_2,Vulkaan,620887,Self-scratching,Active,Vulkaan_620887,test
burst_2,Vulkaan,620888,Remove,Remove,Vulkaan_620888,test
burst_2,Vulkaan,620889,Walking,Active,Vulkaan_620889,train
burst_2,Vulkaan,620890,Walking,Active,Vulkaan_620890,test
burst_2,Vulkaan,620891,Remove,Remove,Vulkaan_620891,train
burst_2,Vulkaan,620892,Remove,Remove,Vulkaan_620892,test
burst_2,Vulkaan,620893,Eating,Active,Vulkaan_620893,train
burst_2,Vulkaan,620894,Eating,Active,Vulkaan_620894,train
burst_2,Vulkaan,620895,Resting,Inactive,Vulkaan_620895,train
burst_2,Vulkaan,620896,Resting,Inactive,Vulkaan_620896,train
burst_2,Vulkaan,620897,Walking,Active,Vulkaan_620897,train
burst_2,Vulkaan,620898,Walking,Active,Vulkaan_620898,train
burst_2,Vulkaan,620899,Self-scratching,Active,Vulkaan_620899,train
burst_2,Vulkaan,620900,Resting,Inactive,Vulkaan_620900,train
burst_2,Vulkaan,620901,Remove,Remove,Vulkaan_620901,train
burst_2,Vulkaan,620902,Remove,Remove,Vulkaan_620902,train
burst_2,Vulkaan,620903,Self-scratching,Active,Vulkaan_620903,train
burst_2,Vulkaan,620904,Resting,Inactive,Vulkaan_620904,train
burst_2,Vulkaan,620905,Remove,Remove,Vulkaan_620905,train
burst_2,Vulkaan,620906,Resting,Inactive,Vulkaan_620906,train
burst_2,Vulkaan,620907,Remove,Remove,Vulkaan_620907,train
burst_2,Vulkaan,620908,Remove,Remove,Vulkaan_620908,test
burst_2,Vulkaan,620909,Remove,Remove,Vulkaan_620909,train
burst_2,Vulkaan,655499,Walking,Active,Vulkaan_655499,train
burst_2,Vulkaan,655500,Remove,Remove,Vulkaan_655500,train
burst_2,Vulkaan,655501,Remove,Remove,Vulkaan_655501,train
burst_2,Vulkaan,655502,Remove,Remove,Vulkaan_655502,test
burst_2,Vulkaan,655503,Remove,Remove,Vulkaan_655503,train
burst_2,Vulkaan,655504,Remove,Remove,Vulkaan_655504,test
burst_2,Vulkaan,655505,Remove,Remove,Vulkaan_655505,train
burst_2,Vulkaan,655506,Remove,Remove,Vulkaan_655506,train
burst_2,Vulkaan,655507,Remove,Remove,Vulkaan_655507,train
burst_2,Vulkaan,655508,Remove,Remove,Vulkaan_655508,train
burst_2,Vulkaan,655509,Remove,Remove,Vulkaan_655509,test
burst_2,Vulkaan,655510,Remove,Remove,Vulkaan_655510,test
burst_2,Vulkaan,655511,Remove,Remove,Vulkaan_655511,train
burst_2,Vulkaan,655512,Remove,Remove,Vulkaan_655512,test
burst_2,Vulkaan,674593,Eating,Active,Vulkaan_674593,train
burst_2,Vulkaan,674594,Eating,Active,Vulkaan_674594,test
burst_2,Vulkaan,674595,Eating,Active,Vulkaan_674595,train
burst_2,Vulkaan,674596,Eating,Active,Vulkaan_674596,train
burst_2,Vulkaan,674597,Eating,Active,Vulkaan_674597,test
burst_2,Vulkaan,674598,Eating,Active,Vulkaan_674598,train
burst_2,Vulkaan,674599,Walking,Active,Vulkaan_674599,train
burst_2,Vulkaan,674600,Walking,Active,Vulkaan_674600,train
burst_2,Vulkaan,674601,Remove,Remove,Vulkaan_674601,train
burst_2,Vulkaan,674602,Walking,Active,Vulkaan_674602,train
burst_2,Vulkaan,674603,Walking,Active,Vulkaan_674603,train
burst_2,Vulkaan,674604,Resting,Inactive,Vulkaan_674604,train
burst_2,Vulkaan,674605,Resting,Inactive,Vulkaan_674605,test
burst_2,Vulkaan,674606,Remove,Remove,Vulkaan_674606,train
burst_2,Vulkaan,674607,Remove,Remove,Vulkaan_674607,train
burst_2,Vulkaan,674608,Self-scratching,Active,Vulkaan_674608,train
burst_2,Vulkaan,674609,Eating,Active,Vulkaan_674609,train
burst_2,Vulkaan,674610,Eating,Active,Vulkaan_674610,train
burst_2,Vulkaan,674611,Resting,Inactive,Vulkaan_674611,train
burst_2,Vulkaan,674612,Resting,Inactive,Vulkaan_674612,train
burst_2,Vulkaan,674613,Remove,Remove,Vulkaan_674613,train
burst_2,Vulkaan,674614,Walking,Active,Vulkaan_674614,train
burst_2,Vulkaan,674615,Resting,Inactive,Vulkaan_674615,train
burst_2,Vulkaan,674616,Resting,Inactive,Vulkaan_674616,test
burst_2,Vulkaan,674617,Resting,Inactive,Vulkaan_674617,test
burst_2,Vulkaan,674618,Resting,Inactive,Vulkaan_674618,train
burst_2,Vulkaan,674619,Resting,Inactive,Vulkaan_674619,train
burst_2,Vulkaan,674620,Resting,Inactive,Vulkaan_674620,train
burst_2,Vulkaan,674621,Resting,Inactive,Vulkaan_674621,train
burst_2,Vulkaan,674622,Remove,Remove,Vulkaan_674622,train
burst_2,Vulkaan,674623,Resting,Inactive,Vulkaan_674623,test
burst_2,Vulkaan,674624,Resting,Inactive,Vulkaan_674624,test
burst_2,Vulkaan,674625,Resting,Inactive,Vulkaan_674625,test
burst_2,Vulkaan,674626,Resting,Inactive,Vulkaan_674626,train
burst_2,Vulkaan,674627,Self-scratching,Active,Vulkaan_674627,test
burst_2,Vulkaan,674628,Resting,Inactive,Vulkaan_674628,test
burst_2,Vulkaan,674629,Resting,Inactive,Vulkaan_674629,train
burst_2,Vulkaan,674630,Resting,Inactive,Vulkaan_674630,train
burst_2,Vulkaan,674631,Remove,Remove,Vulkaan_674631,train
burst_2,Vulkaan,674632,Remove,Remove,Vulkaan_674632,train
burst_2,Vulkaan,684467,Walking,Active,Vulkaan_684467,train
burst_2,Vulkaan,684468,Remove,Remove,Vulkaan_684468,train
burst_2,Vulkaan,684469,Self-scratching,Active,Vulkaan_684469,train
burst_2,Vulkaan,684470,Resting,Inactive,Vulkaan_684470,train
burst_2,Vulkaan,684471,Walking,Active,Vulkaan_684471,train
burst_2,Vulkaan,684472,Resting,Inactive,Vulkaan_684472,test
burst_2,Vulkaan,684473,Eating,Active,Vulkaan_684473,test
burst_2,Vulkaan,684474,Eating,Active,Vulkaan_684474,train
burst_2,Vulkaan,684475,Eating,Active,Vulkaan_684475,train
burst_2,Vulkaan,684476,Eating,Active,Vulkaan_684476,train
burst_2,Vulkaan,684477,Resting,Inactive,Vulkaan_684477,train
burst_2,Vulkaan,684478,Walking,Active,Vulkaan_684478,train
burst_2,Vulkaan,684479,Eating,Active,Vulkaan_684479,test
burst_2,Vulkaan,684480,Remove,Remove,Vulkaan_684480,train
burst_2,Vulkaan,684481,Running,Active,Vulkaan_684481,test
burst_2,Vulkaan,684482,Walking,Active,Vulkaan_684482,train
burst_2,Vulkaan,684483,Resting,Inactive,Vulkaan_684483,train
burst_2,Vulkaan,684484,Resting,Inactive,Vulkaan_684484,test
burst_2,Vulkaan,684485,Resting,Inactive,Vulkaan_684485,train
burst_2,Vulkaan,684486,Resting,Inactive,Vulkaan_684486,train
burst_2,Vulkaan,684487,Resting,Inactive,Vulkaan_684487,test
burst_2,Vulkaan,684488,Walking,Active,Vulkaan_684488,train
burst_2,Vulkaan,684489,Resting,Inactive,Vulkaan_684489,test
burst_2,Vulkaan,684490,Resting,Inactive,Vulkaan_684490,train
burst_2,Vulkaan,684491,Eating,Active,Vulkaan_684491,train
burst_2,Vulkaan,684492,Eating,Active,Vulkaan_684492,test
burst_2,Vulkaan,684493,Eating,Active,Vulkaan_684493,train
burst_2,Vulkaan,684494,Eating,Active,Vulkaan_684494,test
burst_2,Vulkaan,684495,Eating,Active,Vulkaan_684495,test
burst_2,Vulkaan,684496,Eating,Active,Vulkaan_684496,train
burst_2,Vulkaan,684497,Eating,Active,Vulkaan_684497,train
burst_2,Vulkaan,684498,Eating,Active,Vulkaan_684498,train
burst_2,Vulkaan,684499,Resting,Inactive,Vulkaan_684499,train
burst_2,Vulkaan,684500,Resting,Inactive,Vulkaan_684500,train
burst_2,Vulkaan,684501,Walking,Active,Vulkaan_684501,train
burst_2,Vulkaan,684502,Walking,Active,Vulkaan_684502,train
burst_2,Vulkaan,684503,Eating,Active,Vulkaan_684503,train
burst_2,Vulkaan,684504,Eating,Active,Vulkaan_684504,test
burst_2,Vulkaan,684505,Resting,Inactive,Vulkaan_684505,train
burst_2,Vulkaan,684506,Resting,Inactive,Vulkaan_684506,train
burst_2,Vulkaan,690277,Resting,Inactive,Vulkaan_690277,train
burst_2,Vulkaan,690278,Self-scratching,Active,Vulkaan_690278,train
burst_2,Vulkaan,690279,Remove,Remove,Vulkaan_690279,train
burst_2,Vulkaan,690280,Self-scratching,Active,Vulkaan_690280,train
burst_2,Vulkaan,690281,Resting,Inactive,Vulkaan_690281,train
burst_2,Vulkaan,690282,Resting,Inactive,Vulkaan_690282,train
burst_2,Vulkaan,690283,Eating,Active,Vulkaan_690283,train
burst_2,Vulkaan,690284,Walking,Active,Vulkaan_690284,test
burst_2,Vulkaan,690285,Eating,Active,Vulkaan_690285,train
burst_2,Vulkaan,690286,Remove,Remove,Vulkaan_690286,test
burst_2,Vulkaan,690287,Walking,Active,Vulkaan_690287,train
burst_2,Vulkaan,690288,Remove,Remove,Vulkaan_690288,train
burst_2,Vulkaan,690289,Walking,Active,Vulkaan_690289,test
burst_2,Vulkaan,690290,Resting,Inactive,Vulkaan_690290,train
burst_2,Vulkaan,690291,Resting,Inactive,Vulkaan_690291,train
burst_2,Vulkaan,690292,Resting,Inactive,Vulkaan_690292,train
burst_2,Vulkaan,690293,Resting,Inactive,Vulkaan_690293,train
burst_2,Vulkaan,690294,Resting,Inactive,Vulkaan_690294,train
burst_2,Vulkaan,690295,Eating,Active,Vulkaan_690295,train
burst_2,Vulkaan,690296,Eating,Active,Vulkaan_690296,train
burst_2,Vulkaan,690297,Eating,Active,Vulkaan_690297,train
burst_2,Vulkaan,690298,Eating,Active,Vulkaan_690298,test
burst_2,Vulkaan,690299,Walking,Active,Vulkaan_690299,train
burst_2,Vulkaan,690300,Walking,Active,Vulkaan_690300,train
burst_2,Vulkaan,690301,Walking,Active,Vulkaan_690301,train
burst_2,Vulkaan,690302,Resting,Inactive,Vulkaan_690302,test
burst_2,Vulkaan,690303,Resting,Inactive,Vulkaan_690303,train
burst_2,Vulkaan,690304,Resting,Inactive,Vulkaan_690304,train
burst_2,Vulkaan,690305,Resting,Inactive,Vulkaan_690305,test
burst_2,Vulkaan,690306,Resting,Inactive,Vulkaan_690306,train
burst_2,Vulkaan,690307,Remove,Remove,Vulkaan_690307,train
burst_2,Vulkaan,690308,Remove,Remove,Vulkaan_690308,train
burst_2,Vulkaan,690309,Remove,Remove,Vulkaan_690309,train
burst_2,Vulkaan,690310,Remove,Remove,Vulkaan_690310,test
burst_2,Vulkaan,690311,Remove,Remove,Vulkaan_690311,train
burst_2,Vulkaan,690312,Walking,Active,Vulkaan_690312,train
burst_2,Vulkaan,690313,Remove,Remove,Vulkaan_690313,train
burst_2,Vulkaan,690314,Remove,Remove,Vulkaan_690314,test
burst_2,Vulkaan,714801,Eating,Active,Vulkaan_714801,train
burst_2,Vulkaan,714802,Walking,Active,Vulkaan_714802,train
burst_2,Vulkaan,714803,Walking,Active,Vulkaan_714803,train
burst_2,Vulkaan,714804,Walking,Active,Vulkaan_714804,test
burst_2,Vulkaan,714805,Eating,Active,Vulkaan_714805,train
burst_2,Vulkaan,714806,Walking,Active,Vulkaan_714806,train
burst_2,Vulkaan,714807,Remove,Remove,Vulkaan_714807,train
burst_2,Vulkaan,714808,Remove,Remove,Vulkaan_714808,train
burst_2,Vulkaan,714809,Resting,Inactive,Vulkaan_714809,train
burst_2,Vulkaan,714810,Resting,Inactive,Vulkaan_714810,train
burst_2,Vulkaan,714811,Remove,Remove,Vulkaan_714811,test
burst_2,Vulkaan,714812,Resting,Inactive,Vulkaan_714812,train
burst_2,Vulkaan,714813,Resting,Inactive,Vulkaan_714813,train
burst_2,Vulkaan,714814,Resting,Inactive,Vulkaan_714814,train
burst_2,Vulkaan,714815,Remove,Remove,Vulkaan_714815,train
burst_2,Vulkaan,714816,Resting,Inactive,Vulkaan_714816,test
burst_2,Vulkaan,714817,Resting,Inactive,Vulkaan_714817,test
burst_2,Vulkaan,714818,Resting,Inactive,Vulkaan_714818,train
burst_2,Vulkaan,714819,Self-scratching,Active,Vulkaan_714819,train
burst_2,Vulkaan,714820,Resting,Inactive,Vulkaan_714820,train
burst_2,Vulkaan,714821,Resting,Inactive,Vulkaan_714821,train
burst_2,Vulkaan,714822,Resting,Inactive,Vulkaan_714822,train
burst_2,Vulkaan,714823,Resting,Inactive,Vulkaan_714823,test
burst_2,Vulkaan,714824,Resting,Inactive,Vulkaan_714824,train
burst_2,Vulkaan,714825,Resting,Inactive,Vulkaan_714825,train
burst_2,Vulkaan,714826,Grooming actor,Active,Vulkaan_714826,test
burst_2,Vulkaan,714827,Grooming actor,Active,Vulkaan_714827,test
burst_2,Vulkaan,714828,Grooming actor,Active,Vulkaan_714828,train
burst_2,Vulkaan,714829,Resting,Inactive,Vulkaan_714829,train
burst_2,Vulkaan,714830,Walking,Active,Vulkaan_714830,train
burst_2,Vulkaan,714831,Remove,Remove,Vulkaan_714831,train
burst_2,Vulkaan,714832,Remove,Remove,Vulkaan_714832,test
burst_2,Vulkaan,714833,Walking,Active,Vulkaan_714833,train
burst_2,Vulkaan,714834,Remove,Remove,Vulkaan_714834,train
burst_2,Vulkaan,714835,Resting,Inactive,Vulkaan_714835,train
burst_2,Vulkaan,714836,Resting,Inactive,Vulkaan_714836,train
burst_2,Vulkaan,714837,Remove,Remove,Vulkaan_714837,train
burst_2,Vulkaan,714838,Resting,Inactive,Vulkaan_714838,train
burst_2,Vulkaan,714839,Eating,Active,Vulkaan_714839,train
burst_2,Vulkaan,714840,Eating,Active,Vulkaan_714840,test
burst_2,Vulkaan,716925,Resting,Inactive,Vulkaan_716925,train
burst_2,Vulkaan,716926,Resting,Inactive,Vulkaan_716926,test
burst_2,Vulkaan,716927,Walking,Active,Vulkaan_716927,train
burst_2,Vulkaan,716928,Resting,Inactive,Vulkaan_716928,train
burst_2,Vulkaan,716929,Remove,Remove,Vulkaan_716929,train
burst_2,Vulkaan,716930,Remove,Remove,Vulkaan_716930,train
burst_2,Vulkaan,716931,Walking,Active,Vulkaan_716931,train
burst_2,Vulkaan,716932,Walking,Active,Vulkaan_716932,test
burst_2,Vulkaan,716933,Remove,Remove,Vulkaan_716933,train
burst_2,Vulkaan,716934,Remove,Remove,Vulkaan_716934,train
burst_2,Vulkaan,716935,Resting,Inactive,Vulkaan_716935,test
burst_2,Vulkaan,716936,Resting,Inactive,Vulkaan_716936,train
burst_2,Vulkaan,716937,Resting,Inactive,Vulkaan_716937,train
burst_2,Vulkaan,716938,Resting,Inactive,Vulkaan_716938,train
burst_2,Vulkaan,716939,Resting,Inactive,Vulkaan_716939,train
burst_2,Vulkaan,716940,Remove,Remove,Vulkaan_716940,train
burst_2,Vulkaan,716941,Resting,Inactive,Vulkaan_716941,train
burst_2,Vulkaan,716942,Resting,Inactive,Vulkaan_716942,train
burst_2,Vulkaan,716943,Resting,Inactive,Vulkaan_716943,train
burst_2,Vulkaan,716944,Resting,Inactive,Vulkaan_716944,train
burst_2,Vulkaan,716945,Walking,Active,Vulkaan_716945,train
burst_2,Vulkaan,716946,Walking,Active,Vulkaan_716946,train
burst_2,Vulkaan,716947,Resting,Inactive,Vulkaan_716947,train
burst_2,Vulkaan,716948,Walking,Active,Vulkaan_716948,train
burst_2,Vulkaan,716949,Resting,Inactive,Vulkaan_716949,train
burst_2,Vulkaan,716950,Self-scratching,Active,Vulkaan_716950,train
burst_2,Vulkaan,716951,Self-scratching,Active,Vulkaan_716951,train
burst_2,Vulkaan,716952,Resting,Inactive,Vulkaan_716952,train
burst_2,Vulkaan,716953,Eating,Active,Vulkaan_716953,train
burst_2,Vulkaan,716954,Eating,Active,Vulkaan_716954,train
burst_2,Vulkaan,716955,Resting,Inactive,Vulkaan_716955,train
burst_2,Vulkaan,716956,Resting,Inactive,Vulkaan_716956,test
burst_2,Vulkaan,716957,Walking,Active,Vulkaan_716957,train
burst_2,Vulkaan,716958,Eating,Active,Vulkaan_716958,train
burst_2,Vulkaan,716959,Remove,Remove,Vulkaan_716959,train
burst_2,Vulkaan,716960,Walking,Active,Vulkaan_716960,train
burst_2,Vulkaan,716961,Remove,Remove,Vulkaan_716961,train
burst_2,Vulkaan,716962,Remove,Remove,Vulkaan_716962,test
burst_2,Vulkaan,716963,Resting,Inactive,Vulkaan_716963,test
burst_2,Xian,148037,Eating,Active,Xian_148037,train
burst_2,Xian,148038,Eating,Active,Xian_148038,train
burst_2,Xian,148039,Remove,Remove,Xian_148039,train
burst_2,Xian,148040,Resting,Inactive,Xian_148040,train
burst_2,Xian,148041,Eating,Active,Xian_148041,train
burst_2,Xian,148042,Walking,Active,Xian_148042,train
burst_2,Xian,148043,Eating,Active,Xian_148043,train
burst_2,Xian,148044,Eating,Active,Xian_148044,train
burst_2,Xian,148045,Resting,Inactive,Xian_148045,test
burst_2,Xian,148046,Resting,Inactive,Xian_148046,train
burst_2,Xian,148087,Eating,Active,Xian_148087,train
burst_2,Xian,148088,Eating,Active,Xian_148088,train
burst_2,Xian,148089,Eating,Active,Xian_148089,test
burst_2,Xian,148090,Eating,Active,Xian_148090,train
burst_2,Xian,148091,Eating,Active,Xian_148091,train
burst_2,Xian,148092,Eating,Active,Xian_148092,test
burst_2,Xian,272417,Self-scratching,Active,Xian_272417,train
burst_2,Xian,272418,Eating,Active,Xian_272418,train
burst_2,Xian,272419,Eating,Active,Xian_272419,train
burst_2,Xian,272420,Eating,Active,Xian_272420,train
burst_2,Xian,272421,Eating,Active,Xian_272421,test
burst_2,Xian,272422,Eating,Active,Xian_272422,train
burst_2,Xian,272423,Eating,Active,Xian_272423,train
burst_2,Xian,272424,Eating,Active,Xian_272424,train
burst_2,Xian,272425,Eating,Active,Xian_272425,test
burst_2,Xian,272426,Eating,Active,Xian_272426,train
burst_2,Xian,282139,Eating,Active,Xian_282139,test
burst_2,Xian,282140,Resting,Inactive,Xian_282140,test
burst_2,Xian,282141,Eating,Active,Xian_282141,train
burst_2,Xian,282142,Walking,Active,Xian_282142,test
burst_2,Xian,282143,Resting,Inactive,Xian_282143,train
burst_2,Xian,282144,Resting,Inactive,Xian_282144,train
burst_2,Xian,282145,Resting,Inactive,Xian_282145,test
burst_2,Xian,282146,Self-scratching,Active,Xian_282146,train
burst_2,Xian,282147,Resting,Inactive,Xian_282147,test
burst_2,Xian,282148,Resting,Inactive,Xian_282148,train
burst_2,Xian,282149,Resting,Inactive,Xian_282149,train
burst_2,Xian,282150,Resting,Inactive,Xian_282150,train
burst_2,Xian,282151,Resting,Inactive,Xian_282151,train
burst_2,Xian,282152,Resting,Inactive,Xian_282152,train
burst_2,Xian,282153,Walking,Active,Xian_282153,train
burst_2,Xian,282154,Eating,Active,Xian_282154,test
burst_2,Xian,282155,Resting,Inactive,Xian_282155,test
burst_2,Xian,282156,Walking,Active,Xian_282156,train
burst_2,Xian,282157,Walking,Active,Xian_282157,train
burst_2,Xian,282158,Remove,Remove,Xian_282158,test
burst_2,Xian,350917,Resting,Inactive,Xian_350917,train
burst_2,Xian,350918,Self-scratching,Active,Xian_350918,train
burst_2,Xian,350919,Sleeping,Inactive,Xian_350919,train
burst_2,Xian,350920,Sleeping,Inactive,Xian_350920,test
burst_2,Xian,350921,Resting,Inactive,Xian_350921,train
burst_2,Xian,350922,Resting,Inactive,Xian_350922,test
burst_2,Xian,350923,Resting,Inactive,Xian_350923,train
burst_2,Xian,350924,Resting,Inactive,Xian_350924,train
burst_2,Xian,350925,Sleeping,Inactive,Xian_350925,train
burst_2,Xian,350926,Sleeping,Inactive,Xian_350926,train
burst_2,Xian,350927,Sleeping,Inactive,Xian_350927,train
burst_2,Xian,350928,Sleeping,Inactive,Xian_350928,train
burst_2,Xian,350929,Resting,Inactive,Xian_350929,test
burst_2,Xian,350930,Resting,Inactive,Xian_350930,train
burst_2,Xian,350931,Sleeping,Inactive,Xian_350931,test
burst_2,Xian,350932,Sleeping,Inactive,Xian_350932,train
burst_2,Xian,350933,Sleeping,Inactive,Xian_350933,train
burst_2,Xian,350934,Resting,Inactive,Xian_350934,train
burst_2,Xian,350935,Resting,Inactive,Xian_350935,train
burst_2,Xian,350936,Resting,Inactive,Xian_350936,train
burst_2,Xian,350937,Resting,Inactive,Xian_350937,train
burst_2,Xian,350938,Resting,Inactive,Xian_350938,train
burst_2,Xian,350939,Resting,Inactive,Xian_350939,train
burst_2,Xian,350940,Resting,Inactive,Xian_350940,test
burst_2,Xian,350941,Resting,Inactive,Xian_350941,train
burst_2,Xian,350942,Resting,Inactive,Xian_350942,train
burst_2,Xian,471421,Eating,Active,Xian_471421,test
burst_2,Xian,471422,Eating,Active,Xian_471422,train
burst_2,Xian,638571,Grooming actor,Active,Xian_638571,train
burst_2,Xian,638572,Grooming actor,Active,Xian_638572,test
burst_2,Xian,642329,Eating,Active,Xian_642329,train
burst_2,Xian,642330,Walking,Active,Xian_642330,train
burst_2,Xian,642331,Walking,Active,Xian_642331,train
burst_2,Xian,642332,Resting,Inactive,Xian_642332,train
burst_2,Xian,642333,Walking,Active,Xian_642333,train
burst_2,Xian,642334,Walking,Active,Xian_642334,test
burst_2,Xian,642335,Resting,Inactive,Xian_642335,train
burst_2,Xian,642336,Resting,Inactive,Xian_642336,train
burst_2,Xian,642337,Resting,Inactive,Xian_642337,train
burst_2,Xian,642338,Resting,Inactive,Xian_642338,test
burst_2,Xian,642339,Walking,Active,Xian_642339,train
burst_2,Xian,642340,Walking,Active,Xian_642340,train
burst_2,Xian,642341,Eating,Active,Xian_642341,train
burst_2,Xian,642342,Eating,Active,Xian_642342,train
burst_2,Xian,642343,Resting,Inactive,Xian_642343,test
burst_2,Xian,642344,Resting,Inactive,Xian_642344,train
burst_2,Xian,642345,Resting,Inactive,Xian_642345,train
burst_2,Xian,642346,Grooming receiver,Inactive,Xian_642346,train
