burst,Ind_ID,new_burst,attribution_merged,activity,id
burst_2,Furry Glen,602033,Grooming receiver,Inactive,Furry Glen_602033
burst_2,Furry Glen,602034,Grooming receiver,Inactive,Furry Glen_602034
burst_2,Furry Glen,602035,Grooming actor,Active,Furry Glen_602035
burst_2,Furry Glen,602036,Grooming actor,Active,Furry Glen_602036
burst_2,Furry Glen,602037,Grooming actor,Active,Furry Glen_602037
burst_2,Furry Glen,602038,Grooming actor,Active,Furry Glen_602038
burst_2,Furry Glen,602039,Grooming actor,Active,Furry Glen_602039
burst_2,Furry Glen,602040,Grooming actor,Active,Furry Glen_602040
burst_2,Furry Glen,602041,Grooming receiver,Inactive,Furry Glen_602041
burst_2,Furry Glen,602042,Grooming receiver,Inactive,Furry Glen_602042
burst_2,Furry Glen,602043,Grooming receiver,Inactive,Furry Glen_602043
burst_2,Furry Glen,602044,Grooming receiver,Inactive,Furry Glen_602044
burst_2,Furry Glen,602045,Grooming actor,Active,Furry Glen_602045
burst_2,Furry Glen,602046,Grooming actor,Active,Furry Glen_602046
burst_2,Furry Glen,602047,Grooming actor,Active,Furry Glen_602047
burst_2,Furry Glen,602048,Grooming actor,Active,Furry Glen_602048
burst_2,Furry Glen,602049,Grooming receiver,Inactive,Furry Glen_602049
burst_2,Furry Glen,602050,Grooming receiver,Inactive,Furry Glen_602050
burst_2,Furry Glen,602051,Grooming receiver,Inactive,Furry Glen_602051
burst_2,Furry Glen,602052,Grooming receiver,Inactive,Furry Glen_602052
burst_2,Furry Glen,602053,Grooming actor,Active,Furry Glen_602053
burst_2,Furry Glen,602054,Grooming actor,Active,Furry Glen_602054
burst_2,Furry Glen,602055,Grooming actor,Active,Furry Glen_602055
burst_2,Furry Glen,602056,Grooming actor,Active,Furry Glen_602056
burst_2,Furry Glen,602059,Grooming actor,Active,Furry Glen_602059
burst_2,Furry Glen,602060,Grooming actor,Active,Furry Glen_602060
burst_2,Furry Glen,602061,Grooming receiver,Inactive,Furry Glen_602061
burst_2,Furry Glen,602062,Grooming receiver,Inactive,Furry Glen_602062
burst_2,Furry Glen,602063,Grooming receiver,Inactive,Furry Glen_602063
burst_2,Furry Glen,602064,Grooming receiver,Inactive,Furry Glen_602064
burst_2,Furry Glen,602065,Grooming actor,Active,Furry Glen_602065
burst_2,Furry Glen,602066,Grooming actor,Active,Furry Glen_602066
burst_2,Furry Glen,602067,Grooming actor,Active,Furry Glen_602067
burst_2,Furry Glen,602068,Grooming actor,Active,Furry Glen_602068
burst_2,Furry Glen,602069,Resting,Inactive,Furry Glen_602069
burst_2,Furry Glen,602070,Remove,Remove,Furry Glen_602070
burst_2,Furry Glen,603467,Walking,Active,Furry Glen_603467
burst_2,Furry Glen,603468,Eating,Active,Furry Glen_603468
burst_2,Furry Glen,603469,Eating,Active,Furry Glen_603469
burst_2,Furry Glen,603470,Eating,Active,Furry Glen_603470
burst_2,Furry Glen,603471,Eating,Active,Furry Glen_603471
burst_2,Furry Glen,603472,Eating,Active,Furry Glen_603472
burst_2,Furry Glen,603473,Eating,Active,Furry Glen_603473
burst_2,Furry Glen,603474,Eating,Active,Furry Glen_603474
burst_2,Furry Glen,603475,Eating,Active,Furry Glen_603475
burst_2,Furry Glen,603476,Eating,Active,Furry Glen_603476
burst_2,Furry Glen,603477,Eating,Active,Furry Glen_603477
burst_2,Furry Glen,603478,Eating,Active,Furry Glen_603478
burst_2,Furry Glen,603479,Eating,Active,Furry Glen_603479
burst_2,Furry Glen,603480,Eating,Active,Furry Glen_603480
burst_2,Furry Glen,603481,Eating,Active,Furry Glen_603481
burst_2,Furry Glen,603482,Eating,Active,Furry Glen_603482
burst_2,Furry Glen,603483,Eating,Active,Furry Glen_603483
burst_2,Furry Glen,603484,Eating,Active,Furry Glen_603484
burst_2,Furry Glen,603485,Eating,Active,Furry Glen_603485
burst_2,Furry Glen,603486,Eating,Active,Furry Glen_603486
burst_2,Furry Glen,603487,Eating,Active,Furry Glen_603487
burst_2,Furry Glen,603488,Eating,Active,Furry Glen_603488
burst_2,Furry Glen,603489,Eating,Active,Furry Glen_603489
burst_2,Furry Glen,603490,Eating,Active,Furry Glen_603490
burst_2,Furry Glen,603491,Eating,Active,Furry Glen_603491
burst_2,Furry Glen,603492,Eating,Active,Furry Glen_603492
burst_2,Furry Glen,603493,Eating,Active,Furry Glen_603493
burst_2,Furry Glen,603494,Eating,Active,Furry Glen_603494
burst_2,Furry Glen,603495,Eating,Active,Furry Glen_603495
burst_2,Furry Glen,603496,Eating,Active,Furry Glen_603496
burst_2,Furry Glen,603497,Resting,Inactive,Furry Glen_603497
burst_2,Furry Glen,603498,Resting,Inactive,Furry Glen_603498
burst_2,Furry Glen,603499,Self-scratching,Active,Furry Glen_603499
burst_2,Furry Glen,603500,Walking,Active,Furry Glen_603500
burst_2,Furry Glen,603501,Resting,Inactive,Furry Glen_603501
burst_2,Furry Glen,603502,Resting,Inactive,Furry Glen_603502
burst_2,Furry Glen,603503,Resting,Inactive,Furry Glen_603503
burst_2,Furry Glen,603504,Resting,Inactive,Furry Glen_603504
burst_2,Furry Glen,603505,Remove,Remove,Furry Glen_603505
burst_2,Furry Glen,603506,Remove,Remove,Furry Glen_603506
burst_2,Furry Glen,603507,Resting,Inactive,Furry Glen_603507
burst_2,Furry Glen,603508,Resting,Inactive,Furry Glen_603508
burst_2,Furry Glen,603775,Eating,Active,Furry Glen_603775
burst_2,Furry Glen,603776,Eating,Active,Furry Glen_603776
burst_2,Furry Glen,603777,Resting,Inactive,Furry Glen_603777
burst_2,Furry Glen,603778,Remove,Remove,Furry Glen_603778
burst_2,Furry Glen,603779,Resting,Inactive,Furry Glen_603779
burst_2,Furry Glen,603780,Resting,Inactive,Furry Glen_603780
burst_2,Furry Glen,603781,Resting,Inactive,Furry Glen_603781
burst_2,Furry Glen,603782,Resting,Inactive,Furry Glen_603782
burst_2,Furry Glen,603783,Remove,Remove,Furry Glen_603783
burst_2,Furry Glen,755069,Grooming receiver,Inactive,Furry Glen_755069
burst_2,Furry Glen,755070,Grooming receiver,Inactive,Furry Glen_755070
burst_2,Furry Glen,755071,Self-scratching,Active,Furry Glen_755071
burst_2,Furry Glen,755072,Resting,Inactive,Furry Glen_755072
burst_2,Furry Glen,755073,Walking,Active,Furry Glen_755073
burst_2,Furry Glen,755074,Walking,Active,Furry Glen_755074
burst_2,Furry Glen,755075,Resting,Inactive,Furry Glen_755075
burst_2,Furry Glen,755076,Resting,Inactive,Furry Glen_755076
burst_2,Furry Glen,755077,Resting,Inactive,Furry Glen_755077
burst_2,Furry Glen,755078,Resting,Inactive,Furry Glen_755078
burst_2,Furry Glen,755079,Resting,Inactive,Furry Glen_755079
burst_2,Furry Glen,755080,Resting,Inactive,Furry Glen_755080
burst_2,Furry Glen,755081,Resting,Inactive,Furry Glen_755081
burst_2,Furry Glen,755082,Resting,Inactive,Furry Glen_755082
burst_2,Furry Glen,755083,Resting,Inactive,Furry Glen_755083
burst_2,Furry Glen,755084,Resting,Inactive,Furry Glen_755084
burst_2,Furry Glen,755085,Resting,Inactive,Furry Glen_755085
burst_2,Furry Glen,755086,Resting,Inactive,Furry Glen_755086
burst_2,Furry Glen,755087,Resting,Inactive,Furry Glen_755087
burst_2,Furry Glen,755088,Resting,Inactive,Furry Glen_755088
burst_2,Furry Glen,755089,Resting,Inactive,Furry Glen_755089
burst_2,Furry Glen,755090,Resting,Inactive,Furry Glen_755090
burst_2,Furry Glen,755091,Resting,Inactive,Furry Glen_755091
burst_2,Furry Glen,755092,Resting,Inactive,Furry Glen_755092
burst_2,Furry Glen,755093,Resting,Inactive,Furry Glen_755093
burst_2,Furry Glen,755094,Resting,Inactive,Furry Glen_755094
burst_2,Furry Glen,755095,Resting,Inactive,Furry Glen_755095
burst_2,Furry Glen,755096,Resting,Inactive,Furry Glen_755096
burst_2,Furry Glen,755097,Resting,Inactive,Furry Glen_755097
burst_2,Furry Glen,755098,Resting,Inactive,Furry Glen_755098
burst_2,Furry Glen,755099,Resting,Inactive,Furry Glen_755099
burst_2,Furry Glen,755100,Resting,Inactive,Furry Glen_755100
burst_2,Furry Glen,755101,Resting,Inactive,Furry Glen_755101
burst_2,Furry Glen,755102,Resting,Inactive,Furry Glen_755102
burst_2,Heelal,188021,Resting,Inactive,Heelal_188021
burst_2,Heelal,188022,Resting,Inactive,Heelal_188022
burst_2,Heelal,188023,Walking,Active,Heelal_188023
burst_2,Heelal,316724,Resting,Inactive,Heelal_316724
burst_2,Heelal,316725,Sleeping,Inactive,Heelal_316725
burst_2,Heelal,316726,Sleeping,Inactive,Heelal_316726
burst_2,Heelal,316727,Sleeping,Inactive,Heelal_316727
burst_2,Heelal,316728,Sleeping,Inactive,Heelal_316728
burst_2,Heelal,316729,Sleeping,Inactive,Heelal_316729
burst_2,Heelal,316730,Resting,Inactive,Heelal_316730
burst_2,Heelal,316731,Resting,Inactive,Heelal_316731
burst_2,Heelal,316732,Resting,Inactive,Heelal_316732
burst_2,Heelal,316733,Sleeping,Inactive,Heelal_316733
burst_2,Heelal,316734,Sleeping,Inactive,Heelal_316734
burst_2,Heelal,316735,Resting,Inactive,Heelal_316735
burst_2,Heelal,316736,Resting,Inactive,Heelal_316736
burst_2,Kommunis,429173,Walking,Active,Kommunis_429173
burst_2,Kommunis,429174,Walking,Active,Kommunis_429174
burst_2,Kommunis,429175,Eating,Active,Kommunis_429175
burst_2,Kommunis,429176,Eating,Active,Kommunis_429176
burst_2,Kommunis,429177,Eating,Active,Kommunis_429177
burst_2,Kommunis,429178,Eating,Active,Kommunis_429178
burst_2,Kommunis,429179,Resting,Inactive,Kommunis_429179
burst_2,Kommunis,429180,Eating,Active,Kommunis_429180
burst_2,Kommunis,429181,Resting,Inactive,Kommunis_429181
burst_2,Kommunis,429182,Resting,Inactive,Kommunis_429182
burst_2,Kommunis,429183,Resting,Inactive,Kommunis_429183
burst_2,Kommunis,429184,Resting,Inactive,Kommunis_429184
burst_2,Kommunis,429185,Eating,Active,Kommunis_429185
burst_2,Kommunis,429186,Eating,Active,Kommunis_429186
burst_2,Kommunis,429187,Eating,Active,Kommunis_429187
burst_2,Kommunis,429188,Eating,Active,Kommunis_429188
burst_2,Kommunis,429205,Eating,Active,Kommunis_429205
burst_2,Kommunis,429206,Eating,Active,Kommunis_429206
burst_2,Kommunis,429207,Eating,Active,Kommunis_429207
burst_2,Kommunis,429208,Eating,Active,Kommunis_429208
burst_2,Kommunis,429209,Eating,Active,Kommunis_429209
burst_2,Kommunis,429210,Eating,Active,Kommunis_429210
burst_2,Kommunis,429211,Eating,Active,Kommunis_429211
burst_2,Kommunis,429212,Walking,Active,Kommunis_429212
burst_2,Kommunis,429213,Resting,Inactive,Kommunis_429213
burst_2,Kommunis,429214,Resting,Inactive,Kommunis_429214
burst_2,Kommunis,613519,Resting,Inactive,Kommunis_613519
burst_2,Kommunis,613520,Resting,Inactive,Kommunis_613520
burst_2,Kommunis,613521,Walking,Active,Kommunis_613521
burst_2,Kommunis,613522,Resting,Inactive,Kommunis_613522
burst_2,Kommunis,613523,Remove,Remove,Kommunis_613523
burst_2,Kommunis,613524,Eating,Active,Kommunis_613524
burst_2,Kommunis,613525,Resting,Inactive,Kommunis_613525
burst_2,Kommunis,613526,Resting,Inactive,Kommunis_613526
burst_2,Kommunis,613527,Remove,Remove,Kommunis_613527
burst_2,Kommunis,613528,Remove,Remove,Kommunis_613528
burst_2,Kommunis,613529,Remove,Remove,Kommunis_613529
burst_2,Kommunis,613530,Eating,Active,Kommunis_613530
burst_2,Kommunis,613531,Remove,Remove,Kommunis_613531
burst_2,Kommunis,613532,Eating,Active,Kommunis_613532
burst_2,Kommunis,613533,Eating,Active,Kommunis_613533
burst_2,Kommunis,613534,Eating,Active,Kommunis_613534
burst_2,Kommunis,613535,Eating,Active,Kommunis_613535
burst_2,Kommunis,613536,Eating,Active,Kommunis_613536
burst_2,Kommunis,613537,Eating,Active,Kommunis_613537
burst_2,Kommunis,613538,Eating,Active,Kommunis_613538
burst_2,Kommunis,613539,Remove,Remove,Kommunis_613539
burst_2,Kommunis,613540,Resting,Inactive,Kommunis_613540
burst_2,Kommunis,613541,Remove,Remove,Kommunis_613541
burst_2,Kommunis,613542,Remove,Remove,Kommunis_613542
burst_2,Kommunis,613543,Remove,Remove,Kommunis_613543
burst_2,Kommunis,613544,Remove,Remove,Kommunis_613544
burst_2,Kommunis,613545,Resting,Inactive,Kommunis_613545
burst_2,Kommunis,613546,Remove,Remove,Kommunis_613546
burst_2,Mieles,579075,Grooming receiver,Inactive,Mieles_579075
burst_2,Mieles,579076,Grooming receiver,Inactive,Mieles_579076
burst_2,Mieles,579077,Grooming actor,Active,Mieles_579077
burst_2,Mieles,579078,Grooming actor,Active,Mieles_579078
burst_2,Mieles,579079,Remove,Remove,Mieles_579079
burst_2,Mieles,579080,Remove,Remove,Mieles_579080
burst_2,Mieles,579081,Remove,Remove,Mieles_579081
burst_2,Mieles,579082,Remove,Remove,Mieles_579082
burst_2,Mieles,579083,Remove,Remove,Mieles_579083
burst_2,Mieles,579084,Remove,Remove,Mieles_579084
burst_2,Mieles,579085,Remove,Remove,Mieles_579085
burst_2,Mieles,579086,Remove,Remove,Mieles_579086
burst_2,Mieles,579087,Remove,Remove,Mieles_579087
burst_2,Mieles,579088,Remove,Remove,Mieles_579088
burst_2,Mieles,579089,Grooming actor,Active,Mieles_579089
burst_2,Mieles,579090,Remove,Remove,Mieles_579090
burst_2,Mieles,594203,Eating,Active,Mieles_594203
burst_2,Mieles,594204,Remove,Remove,Mieles_594204
burst_2,Mieles,598283,Grooming actor,Active,Mieles_598283
burst_2,Mieles,598284,Grooming actor,Active,Mieles_598284
burst_2,Mieles,598285,Grooming receiver,Inactive,Mieles_598285
burst_2,Mieles,598286,Grooming receiver,Inactive,Mieles_598286
burst_2,Mieles,598287,Grooming receiver,Inactive,Mieles_598287
burst_2,Mieles,598288,Grooming receiver,Inactive,Mieles_598288
burst_2,Mieles,598289,Remove,Remove,Mieles_598289
burst_2,Mieles,598290,Remove,Remove,Mieles_598290
burst_2,Mieles,598291,Self-scratching,Active,Mieles_598291
burst_2,Mieles,598292,Remove,Remove,Mieles_598292
burst_2,Mieles,598293,Resting,Inactive,Mieles_598293
burst_2,Mieles,598294,Resting,Inactive,Mieles_598294
burst_2,Mieles,598295,Remove,Remove,Mieles_598295
burst_2,Mieles,598296,Self-scratching,Active,Mieles_598296
burst_2,Mieles,598297,Grooming receiver,Inactive,Mieles_598297
burst_2,Mieles,598298,Grooming receiver,Inactive,Mieles_598298
burst_2,Mieles,598299,Grooming receiver,Inactive,Mieles_598299
burst_2,Mieles,598300,Grooming receiver,Inactive,Mieles_598300
burst_2,Mieles,598301,Grooming actor,Active,Mieles_598301
burst_2,Mieles,598302,Grooming actor,Active,Mieles_598302
burst_2,Mieles,598303,Grooming actor,Active,Mieles_598303
burst_2,Mieles,598304,Grooming actor,Active,Mieles_598304
burst_2,Mieles,598305,Grooming receiver,Inactive,Mieles_598305
burst_2,Mieles,598306,Grooming receiver,Inactive,Mieles_598306
burst_2,Mieles,598307,Grooming receiver,Inactive,Mieles_598307
burst_2,Mieles,598308,Grooming receiver,Inactive,Mieles_598308
burst_2,Mieles,598309,Grooming receiver,Inactive,Mieles_598309
burst_2,Mieles,598310,Grooming receiver,Inactive,Mieles_598310
burst_2,Mieles,598311,Grooming receiver,Inactive,Mieles_598311
burst_2,Mieles,598312,Grooming receiver,Inactive,Mieles_598312
burst_2,Mieles,598313,Grooming receiver,Inactive,Mieles_598313
burst_2,Mieles,598314,Grooming receiver,Inactive,Mieles_598314
burst_2,Mieles,598315,Grooming actor,Active,Mieles_598315
burst_2,Mieles,598316,Grooming actor,Active,Mieles_598316
burst_2,Mieles,598317,Grooming actor,Active,Mieles_598317
burst_2,Mieles,598318,Grooming actor,Active,Mieles_598318
burst_2,Mieles,598319,Grooming actor,Active,Mieles_598319
burst_2,Mieles,598320,Grooming actor,Active,Mieles_598320
burst_2,Mieles,600219,Grooming actor,Active,Mieles_600219
burst_2,Mieles,600220,Grooming actor,Active,Mieles_600220
burst_2,Mieles,600221,Grooming actor,Active,Mieles_600221
burst_2,Mieles,600222,Grooming actor,Active,Mieles_600222
burst_2,Mieles,600223,Grooming actor,Active,Mieles_600223
burst_2,Mieles,600224,Grooming actor,Active,Mieles_600224
burst_2,Mieles,600225,Grooming receiver,Inactive,Mieles_600225
burst_2,Mieles,600226,Grooming actor,Active,Mieles_600226
burst_2,Mieles,600227,Grooming actor,Active,Mieles_600227
burst_2,Mieles,600228,Grooming actor,Active,Mieles_600228
burst_2,Mieles,600229,Self-scratching,Active,Mieles_600229
burst_2,Mieles,600230,Grooming receiver,Inactive,Mieles_600230
burst_2,Mieles,600231,Grooming receiver,Inactive,Mieles_600231
burst_2,Mieles,600232,Grooming receiver,Inactive,Mieles_600232
burst_2,Mieles,600233,Grooming receiver,Inactive,Mieles_600233
burst_2,Mieles,600234,Grooming receiver,Inactive,Mieles_600234
burst_2,Mieles,600235,Walking,Active,Mieles_600235
burst_2,Mieles,600236,Resting,Inactive,Mieles_600236
burst_2,Mieles,600237,Resting,Inactive,Mieles_600237
burst_2,Mieles,600238,Remove,Remove,Mieles_600238
burst_2,Mieles,600239,Remove,Remove,Mieles_600239
burst_2,Mieles,600240,Remove,Remove,Mieles_600240
burst_2,Mieles,600241,Remove,Remove,Mieles_600241
burst_2,Mieles,600242,Remove,Remove,Mieles_600242
burst_2,Mieles,600243,Remove,Remove,Mieles_600243
burst_2,Mieles,600244,Remove,Remove,Mieles_600244
burst_2,Mieles,600245,Remove,Remove,Mieles_600245
burst_2,Mieles,600246,Grooming actor,Active,Mieles_600246
burst_2,Mieles,600247,Grooming actor,Active,Mieles_600247
burst_2,Mieles,600248,Grooming actor,Active,Mieles_600248
burst_2,Mieles,600249,Grooming actor,Active,Mieles_600249
burst_2,Mieles,600250,Grooming actor,Active,Mieles_600250
burst_2,Mieles,600251,Grooming actor,Active,Mieles_600251
burst_2,Mieles,600252,Grooming actor,Active,Mieles_600252
burst_2,Mieles,600253,Resting,Inactive,Mieles_600253
burst_2,Mieles,600254,Grooming actor,Active,Mieles_600254
burst_2,Mieles,600255,Grooming actor,Active,Mieles_600255
burst_2,Mieles,600256,Grooming actor,Active,Mieles_600256
burst_2,Mieles,600257,Grooming actor,Active,Mieles_600257
burst_2,Mieles,600258,Grooming actor,Active,Mieles_600258
burst_2,Mieles,600259,Self-scratching,Active,Mieles_600259
burst_2,Mieles,600260,Remove,Remove,Mieles_600260
burst_2,Mieles,600261,Resting,Inactive,Mieles_600261
burst_2,Mieles,600262,Grooming receiver,Inactive,Mieles_600262
burst_2,Mieles,600263,Resting,Inactive,Mieles_600263
burst_2,Mieles,600264,Resting,Inactive,Mieles_600264
burst_2,Mieles,600265,Remove,Remove,Mieles_600265
burst_2,Mieles,600266,Remove,Remove,Mieles_600266
burst_2,Mieles,600267,Remove,Remove,Mieles_600267
burst_2,Mieles,600268,Remove,Remove,Mieles_600268
burst_2,Mieles,600269,Remove,Remove,Mieles_600269
burst_2,Mieles,600270,Remove,Remove,Mieles_600270
burst_2,Mieles,600271,Remove,Remove,Mieles_600271
burst_2,Mieles,600272,Remove,Remove,Mieles_600272
burst_2,Mieles,600273,Remove,Remove,Mieles_600273
burst_2,Mieles,600274,Remove,Remove,Mieles_600274
burst_2,Mieles,600275,Grooming actor,Active,Mieles_600275
burst_2,Mieles,600276,Grooming actor,Active,Mieles_600276
burst_2,Mieles,600277,Resting,Inactive,Mieles_600277
burst_2,Mieles,600278,Grooming receiver,Inactive,Mieles_600278
burst_2,Mieles,600279,Grooming receiver,Inactive,Mieles_600279
burst_2,Mieles,600280,Grooming receiver,Inactive,Mieles_600280
burst_2,Mieles,600281,Grooming receiver,Inactive,Mieles_600281
burst_2,Mieles,600282,Grooming receiver,Inactive,Mieles_600282
burst_2,Mieles,610043,Grooming actor,Active,Mieles_610043
burst_2,Mieles,610044,Grooming actor,Active,Mieles_610044
burst_2,Mieles,610045,Grooming actor,Active,Mieles_610045
burst_2,Mieles,610046,Grooming actor,Active,Mieles_610046
burst_2,Mieles,610047,Grooming actor,Active,Mieles_610047
burst_2,Mieles,610048,Grooming actor,Active,Mieles_610048
burst_2,Mieles,610049,Grooming actor,Active,Mieles_610049
burst_2,Mieles,610050,Grooming actor,Active,Mieles_610050
burst_2,Mieles,610051,Resting,Inactive,Mieles_610051
burst_2,Mieles,610052,Resting,Inactive,Mieles_610052
burst_2,Mieles,610053,Resting,Inactive,Mieles_610053
burst_2,Mieles,610054,Resting,Inactive,Mieles_610054
burst_2,Mieles,610055,Grooming actor,Active,Mieles_610055
burst_2,Mieles,610056,Grooming actor,Active,Mieles_610056
burst_2,Mieles,610057,Grooming actor,Active,Mieles_610057
burst_2,Mieles,610058,Grooming actor,Active,Mieles_610058
burst_2,Mieles,610059,Grooming actor,Active,Mieles_610059
burst_2,Mieles,610060,Grooming actor,Active,Mieles_610060
burst_2,Mieles,610061,Resting,Inactive,Mieles_610061
burst_2,Mieles,610062,Resting,Inactive,Mieles_610062
burst_2,Mieles,610063,Grooming receiver,Inactive,Mieles_610063
burst_2,Mieles,610064,Grooming receiver,Inactive,Mieles_610064
burst_2,Mieles,610065,Eating,Active,Mieles_610065
burst_2,Mieles,610066,Eating,Active,Mieles_610066
burst_2,Mieles,610067,Eating,Active,Mieles_610067
burst_2,Mieles,610068,Eating,Active,Mieles_610068
burst_2,Mieles,610069,Walking,Active,Mieles_610069
burst_2,Mieles,610070,Remove,Remove,Mieles_610070
burst_2,Mieles,610071,Walking,Active,Mieles_610071
burst_2,Mieles,610072,Remove,Remove,Mieles_610072
burst_2,Mieles,610073,Resting,Inactive,Mieles_610073
burst_2,Mieles,610074,Resting,Inactive,Mieles_610074
burst_2,Mieles,610075,Resting,Inactive,Mieles_610075
burst_2,Mieles,610076,Resting,Inactive,Mieles_610076
burst_2,Mieles,610077,Eating,Active,Mieles_610077
burst_2,Mieles,610078,Walking,Active,Mieles_610078
burst_2,Mieles,610079,Eating,Active,Mieles_610079
burst_2,Mieles,610080,Eating,Active,Mieles_610080
burst_2,Mieles,610081,Eating,Active,Mieles_610081
burst_2,Mieles,610082,Eating,Active,Mieles_610082
burst_2,Mieles,613283,Remove,Remove,Mieles_613283
burst_2,Mieles,613284,Walking,Active,Mieles_613284
burst_2,Mieles,613285,Remove,Remove,Mieles_613285
burst_2,Mieles,613286,Remove,Remove,Mieles_613286
burst_2,Mieles,613287,Eating,Active,Mieles_613287
burst_2,Mieles,613288,Eating,Active,Mieles_613288
burst_2,Mieles,659621,Eating,Active,Mieles_659621
burst_2,Mieles,659622,Eating,Active,Mieles_659622
burst_2,Mieles,659623,Eating,Active,Mieles_659623
burst_2,Mieles,659624,Eating,Active,Mieles_659624
burst_2,Mieles,659625,Eating,Active,Mieles_659625
burst_2,Mieles,659626,Eating,Active,Mieles_659626
burst_2,Mieles,659627,Eating,Active,Mieles_659627
burst_2,Mieles,659628,Eating,Active,Mieles_659628
burst_2,Mieles,659629,Eating,Active,Mieles_659629
burst_2,Mieles,659630,Eating,Active,Mieles_659630
burst_2,Mieles,659631,Eating,Active,Mieles_659631
burst_2,Mieles,659632,Eating,Active,Mieles_659632
burst_2,Mieles,659633,Eating,Active,Mieles_659633
burst_2,Mieles,659634,Eating,Active,Mieles_659634
burst_2,Mieles,659635,Eating,Active,Mieles_659635
burst_2,Mieles,659636,Eating,Active,Mieles_659636
burst_2,Mieles,659637,Eating,Active,Mieles_659637
burst_2,Mieles,659638,Eating,Active,Mieles_659638
burst_2,Mieles,659639,Eating,Active,Mieles_659639
burst_2,Mieles,659640,Eating,Active,Mieles_659640
burst_2,Mieles,659641,Resting,Inactive,Mieles_659641
burst_2,Mieles,659642,Walking,Active,Mieles_659642
burst_2,Mieles,659643,Eating,Active,Mieles_659643
burst_2,Mieles,659644,Eating,Active,Mieles_659644
burst_2,Mieles,659645,Eating,Active,Mieles_659645
burst_2,Mieles,659646,Eating,Active,Mieles_659646
burst_2,Mieles,659647,Eating,Active,Mieles_659647
burst_2,Mieles,659648,Eating,Active,Mieles_659648
burst_2,Mieles,659649,Eating,Active,Mieles_659649
burst_2,Mieles,659650,Eating,Active,Mieles_659650
burst_2,Mieles,659651,Walking,Active,Mieles_659651
burst_2,Mieles,659652,Remove,Remove,Mieles_659652
burst_2,Mieles,659653,Remove,Remove,Mieles_659653
burst_2,Mieles,659654,Remove,Remove,Mieles_659654
burst_2,Mieles,659655,Self-scratching,Active,Mieles_659655
burst_2,Mieles,659656,Remove,Remove,Mieles_659656
burst_2,Mieles,659657,Eating,Active,Mieles_659657
burst_2,Mieles,659658,Eating,Active,Mieles_659658
burst_2,Mieles,659659,Eating,Active,Mieles_659659
burst_2,Mieles,659660,Eating,Active,Mieles_659660
burst_2,Mieles,659757,Grooming actor,Active,Mieles_659757
burst_2,Mieles,659758,Grooming actor,Active,Mieles_659758
burst_2,Mieles,659759,Grooming actor,Active,Mieles_659759
burst_2,Mieles,659760,Grooming actor,Active,Mieles_659760
burst_2,Mieles,659761,Grooming actor,Active,Mieles_659761
burst_2,Mieles,659762,Grooming actor,Active,Mieles_659762
burst_2,Mieles,659763,Self-scratching,Active,Mieles_659763
burst_2,Mieles,659764,Remove,Remove,Mieles_659764
burst_2,Mieles,659765,Grooming actor,Active,Mieles_659765
burst_2,Mieles,659766,Grooming actor,Active,Mieles_659766
burst_2,Mieles,659767,Grooming actor,Active,Mieles_659767
burst_2,Mieles,659768,Grooming actor,Active,Mieles_659768
burst_2,Mieles,659769,Grooming receiver,Inactive,Mieles_659769
burst_2,Mieles,659770,Grooming receiver,Inactive,Mieles_659770
burst_2,Nakhu,174745,Walking,Active,Nakhu_174745
burst_2,Nakhu,174746,Walking,Active,Nakhu_174746
burst_2,Nakhu,174753,Resting,Inactive,Nakhu_174753
burst_2,Nakhu,174754,Resting,Inactive,Nakhu_174754
burst_2,Nakhu,174755,Eating,Active,Nakhu_174755
burst_2,Nakhu,174756,Eating,Active,Nakhu_174756
burst_2,Nakhu,174757,Eating,Active,Nakhu_174757
burst_2,Nakhu,174758,Eating,Active,Nakhu_174758
burst_2,Nakhu,174837,Eating,Active,Nakhu_174837
burst_2,Nakhu,174838,Eating,Active,Nakhu_174838
burst_2,Nakhu,174839,Walking,Active,Nakhu_174839
burst_2,Nakhu,174840,Eating,Active,Nakhu_174840
burst_2,Nakhu,174841,Eating,Active,Nakhu_174841
burst_2,Nakhu,174842,Eating,Active,Nakhu_174842
burst_2,Nakhu,174843,Eating,Active,Nakhu_174843
burst_2,Nakhu,174844,Eating,Active,Nakhu_174844
burst_2,Nakhu,174845,Eating,Active,Nakhu_174845
burst_2,Nakhu,174846,Eating,Active,Nakhu_174846
burst_2,Nakhu,303327,Grooming actor,Active,Nakhu_303327
burst_2,Nakhu,303328,Resting,Inactive,Nakhu_303328
burst_2,Nakhu,303329,Sleeping,Inactive,Nakhu_303329
burst_2,Nakhu,303330,Resting,Inactive,Nakhu_303330
burst_2,Nakhu,303331,Resting,Inactive,Nakhu_303331
burst_2,Nakhu,303332,Sleeping,Inactive,Nakhu_303332
burst_2,Nakhu,303352,Sleeping,Inactive,Nakhu_303352
burst_2,Nakhu,303353,Sleeping,Inactive,Nakhu_303353
burst_2,Nakhu,303354,Sleeping,Inactive,Nakhu_303354
burst_2,Nakhu,303355,Sleeping,Inactive,Nakhu_303355
burst_2,Nakhu,303356,Sleeping,Inactive,Nakhu_303356
burst_2,Nakhu,303357,Sleeping,Inactive,Nakhu_303357
burst_2,Nakhu,303358,Sleeping,Inactive,Nakhu_303358
burst_2,Nakhu,303359,Resting,Inactive,Nakhu_303359
