burst,Ind_ID,new_burst,attribution_merged
burst_2,Vulkaan,714833,Walking
burst_2,Vulkaan,714834,Resting
burst_2,Vulkaan,714835,Resting
burst_2,Vulkaan,714836,Resting
burst_2,Vulkaan,714837,Resting
burst_2,Vulkaan,714838,Resting
burst_2,Vulkaan,714839,Eating
burst_2,Vulkaan,714840,Eating
burst_2,Vulkaan,716925,Resting
burst_2,Vulkaan,716926,Resting
burst_2,Vulkaan,716927,Walking
burst_2,Vulkaan,716928,Resting
burst_2,Vulkaan,716929,Remove
burst_2,Vulkaan,716930,Remove
burst_2,Vulkaan,716931,Walking
burst_2,Vulkaan,716932,Walking
burst_2,Vulkaan,716933,Remove
burst_2,Vulkaan,716934,Remove
burst_2,Vulkaan,716935,Resting
burst_2,Vulkaan,716936,Resting
burst_2,Vulkaan,716937,Resting
burst_2,Vulkaan,716938,Resting
burst_2,Vulkaan,716939,Resting
burst_2,Vulkaan,716940,Resting
burst_2,Vulkaan,716941,Resting
burst_2,Vulkaan,716942,Resting
burst_2,Vulkaan,716943,Resting
burst_2,Vulkaan,716944,Resting
burst_2,Vulkaan,716945,Walking
burst_2,Vulkaan,716946,Walking
burst_2,Vulkaan,716947,Resting
burst_2,Vulkaan,716948,Walking
burst_2,Vulkaan,716949,Resting
burst_2,Vulkaan,716950,Self-scratching
burst_2,Vulkaan,716951,Self-scratching
burst_2,Vulkaan,716952,Resting
burst_2,Vulkaan,716953,Eating
burst_2,Vulkaan,716954,Eating
burst_2,Vulkaan,716955,Resting
burst_2,Vulkaan,716956,Resting
burst_2,Vulkaan,716957,Walking
burst_2,Vulkaan,716958,Eating
burst_2,Vulkaan,716959,Remove
burst_2,Vulkaan,716960,Walking
burst_2,Vulkaan,716961,Remove
burst_2,Vulkaan,716962,Remove
burst_2,Vulkaan,716963,Resting
burst_2,Xian,148037,Eating
burst_2,Xian,148038,Eating
burst_2,Xian,148039,Resting
burst_2,Xian,148040,Resting
burst_2,Xian,148041,Eating
burst_2,Xian,148042,Walking
burst_2,Xian,148043,Eating
burst_2,Xian,148044,Eating
burst_2,Xian,148045,Resting
burst_2,Xian,148046,Resting
burst_2,Xian,148087,Eating
burst_2,Xian,148088,Eating
burst_2,Xian,148089,Eating
burst_2,Xian,148090,Eating
burst_2,Xian,148091,Eating
burst_2,Xian,148092,Eating
burst_2,Xian,272417,Self-scratching
burst_2,Xian,272418,Eating
burst_2,Xian,272419,Eating
burst_2,Xian,272420,Eating
burst_2,Xian,272421,Eating
burst_2,Xian,272422,Eating
burst_2,Xian,272423,Eating
burst_2,Xian,272424,Eating
burst_2,Xian,272425,Eating
burst_2,Xian,272426,Eating
burst_2,Xian,282139,Eating
burst_2,Xian,282140,Resting
burst_2,Xian,282141,Eating
burst_2,Xian,282142,Walking
burst_2,Xian,282143,Resting
burst_2,Xian,282144,Resting
burst_2,Xian,282145,Resting
burst_2,Xian,282146,Self-scratching
burst_2,Xian,282147,Resting
burst_2,Xian,282148,Resting
burst_2,Xian,282149,Resting
burst_2,Xian,282150,Resting
burst_2,Xian,282151,Resting
burst_2,Xian,282152,Resting
burst_2,Xian,282153,Walking
burst_2,Xian,282154,Eating
burst_2,Xian,282155,Resting
burst_2,Xian,282156,Walking
burst_2,Xian,282157,Walking
burst_2,Xian,282158,Remove
burst_2,Xian,350917,Resting
burst_2,Xian,350918,Self-scratching
burst_2,Xian,350919,Sleeping
burst_2,Xian,350920,Sleeping
burst_2,Xian,350921,Resting
burst_2,Xian,350922,Resting
burst_2,Xian,350923,Resting
burst_2,Xian,350924,Resting
burst_2,Xian,350925,Sleeping
burst_2,Xian,350926,Sleeping
burst_2,Xian,350927,Sleeping
burst_2,Xian,350928,Sleeping
burst_2,Xian,350929,Resting
burst_2,Xian,350930,Resting
burst_2,Xian,350931,Sleeping
burst_2,Xian,350932,Sleeping
burst_2,Xian,350933,Sleeping
burst_2,Xian,350934,Resting
burst_2,Xian,350935,Resting
burst_2,Xian,350936,Resting
burst_2,Xian,350937,Resting
burst_2,Xian,350938,Resting
burst_2,Xian,350939,Resting
burst_2,Xian,350940,Resting
burst_2,Xian,350941,Resting
burst_2,Xian,350942,Resting
burst_2,Xian,471421,Eating
burst_2,Xian,471422,Eating
burst_2,Xian,638571,Grooming actor
burst_2,Xian,638572,Grooming actor
burst_2,Xian,642329,Eating
burst_2,Xian,642330,Walking
burst_2,Xian,642331,Walking
burst_2,Xian,642332,Resting
burst_2,Xian,642333,Walking
burst_2,Xian,642334,Walking
burst_2,Xian,642335,Resting
burst_2,Xian,642336,Resting
burst_2,Xian,642337,Resting
burst_2,Xian,642338,Resting
burst_2,Xian,642339,Walking
burst_2,Xian,642340,Walking
burst_2,Xian,642341,Eating
burst_2,Xian,642342,Eating
burst_2,Xian,642343,Resting
burst_2,Xian,642344,Resting
burst_2,Xian,642345,Resting
burst_2,Xian,642346,Grooming receiver
burst_2,Xian,642347,Remove
burst_2,Xian,642348,Walking
burst_2,Xian,642349,Resting
burst_2,Xian,642350,Resting
burst_2,Xian,642351,Eating
burst_2,Xian,642352,Eating
burst_2,Xian,642353,Resting
burst_2,Xian,642354,Walking
burst_2,Xian,642355,Resting
burst_2,Xian,642356,Walking
burst_2,Xian,642357,Resting
burst_2,Xian,642358,Resting
burst_2,Xian,642359,Resting
burst_2,Xian,642360,Walking
burst_2,Xian,642361,Eating
burst_2,Xian,642362,Walking
burst_2,Xian,642363,Remove
burst_2,Xian,642364,Remove
burst_2,Xian,642365,Walking
burst_2,Xian,642366,Eating
burst_2,Xian,642367,Remove
burst_2,Xian,642368,Resting
burst_2,Xian,655791,Walking
burst_2,Xian,655792,Remove
burst_2,Xian,655793,Resting
burst_2,Xian,655794,Resting
burst_2,Xian,655795,Resting
burst_2,Xian,655796,Resting
burst_2,Xian,655797,Resting
burst_2,Xian,655798,Resting
burst_2,Xian,655799,Resting
burst_2,Xian,655800,Self-scratching
burst_2,Xian,655801,Remove
burst_2,Xian,655802,Resting
burst_2,Xian,655803,Walking
burst_2,Xian,655804,Walking
burst_2,Xian,655805,Eating
burst_2,Xian,655806,Eating
burst_2,Xian,655807,Eating
burst_2,Xian,655808,Eating
burst_2,Xian,655809,Resting
burst_2,Xian,655810,Walking
burst_2,Xian,655811,Resting
burst_2,Xian,655812,Resting
burst_2,Xian,655813,Resting
burst_2,Xian,655814,Resting
burst_2,Xian,655815,Remove
burst_2,Xian,655816,Resting
burst_2,Xian,655817,Resting
burst_2,Xian,655818,Resting
burst_2,Xian,655819,Resting
burst_2,Xian,655820,Resting
burst_2,Xian,655821,Resting
burst_2,Xian,655822,Resting
burst_2,Xian,655823,Eating
burst_2,Xian,655824,Eating
burst_2,Xian,655825,Eating
burst_2,Xian,655826,Self-scratching
burst_2,Xian,655827,Eating
burst_2,Xian,655828,Eating
burst_2,Xiashan,573200,Resting
burst_2,Xiashan,573201,Resting
burst_2,Xiashan,573202,Resting
burst_2,Xiashan,573203,Resting
burst_2,Xiashan,573204,Self-scratching
burst_2,Xiashan,573205,Resting
burst_2,Xiashan,573206,Resting
burst_2,Xiashan,573207,Resting
burst_2,Xiashan,573208,Resting
burst_2,Xiashan,573209,Remove
burst_2,Xiashan,573210,Remove
burst_2,Xiashan,573211,Remove
burst_2,Xiashan,573212,Remove
burst_2,Xiashan,602101,Remove
burst_2,Xiashan,602102,Remove
burst_2,Xiashan,602103,Remove
burst_2,Xiashan,602104,Remove
burst_2,Xiashan,602105,Remove
burst_2,Xiashan,602106,Remove
burst_2,Xiashan,602107,Eating
burst_2,Xiashan,602108,Resting
burst_2,Xiashan,602109,Remove
burst_2,Xiashan,602110,Remove
burst_2,Xiashan,602111,Grooming actor
burst_2,Xiashan,602112,Grooming actor
burst_2,Xiashan,602113,Grooming actor
burst_2,Xiashan,602114,Grooming actor
burst_2,Xiashan,602115,Grooming receiver
burst_2,Xiashan,602116,Grooming receiver
burst_2,Xiashan,602117,Grooming receiver
burst_2,Xiashan,602118,Grooming receiver
burst_2,Xiashan,602119,Grooming receiver
burst_2,Xiashan,602120,Grooming receiver
burst_2,Xiashan,602121,Grooming receiver
burst_2,Xiashan,602122,Grooming receiver
burst_2,Xiashan,602123,Grooming actor
burst_2,Xiashan,602124,Grooming actor
burst_2,Xiashan,602125,Grooming actor
burst_2,Xiashan,602126,Grooming actor
burst_2,Xiashan,602127,Grooming actor
burst_2,Xiashan,602128,Grooming actor
burst_2,Xiashan,602129,Walking
burst_2,Xiashan,602130,Remove
burst_2,Xiashan,621169,Eating
burst_2,Xiashan,621170,Eating
burst_2,Xiashan,621171,Eating
burst_2,Xiashan,621172,Eating
burst_2,Xiashan,621173,Eating
burst_2,Xiashan,621174,Eating
burst_2,Xiashan,621175,Eating
burst_2,Xiashan,621176,Eating
burst_2,Xiashan,621177,Walking
burst_2,Xiashan,621178,Eating
burst_2,Xiashan,621179,Self-scratching
burst_2,Xiashan,621180,Eating
burst_2,Xinji,312189,Walking
burst_2,Xinji,312190,Resting
burst_2,Xinji,333617,Resting
burst_2,Xinji,333618,Resting
burst_2,Xinji,333619,Remove
burst_2,Xinji,333620,Resting
burst_2,Xinji,333621,Resting
burst_2,Xinji,333622,Remove
burst_2,Xinji,333623,Resting
burst_2,Xinji,333624,Resting
burst_2,Xinji,333625,Resting
burst_2,Xinji,673263,Remove
burst_2,Xinji,673264,Remove
burst_2,Xinji,673265,Grooming receiver
burst_2,Xinji,673266,Grooming receiver
burst_2,Xinji,673267,Resting
burst_2,Xinji,673268,Resting
burst_2,Xinji,673269,Eating
burst_2,Xinji,673270,Eating
burst_2,Xinji,673271,Eating
burst_2,Xinji,673272,Eating
burst_2,Xinji,673273,Eating
burst_2,Xinji,673274,Eating
burst_2,Xinji,673275,Eating
burst_2,Xinji,673276,Eating
burst_2,Xinji,673277,Eating
burst_2,Xinji,673278,Eating
burst_2,Xinji,673279,Eating
burst_2,Xinji,673280,Eating
burst_2,Yamuna,133719,Eating
burst_2,Yamuna,133720,Resting
burst_2,Yamuna,133721,Resting
burst_2,Yamuna,133722,Resting
burst_2,Yamuna,133723,Resting
burst_2,Yamuna,133724,Resting
burst_2,Yamuna,147015,Eating
burst_2,Yamuna,147017,Self-scratching
burst_2,Yamuna,147018,Resting
burst_2,Yamuna,147019,Grooming receiver
burst_2,Yamuna,147020,Grooming receiver
burst_2,Yamuna,147021,Grooming actor
burst_2,Yamuna,147022,Grooming actor
burst_2,Yamuna,147023,Grooming actor
burst_2,Yamuna,147024,Grooming actor
burst_2,Yamuna,147025,Grooming actor
burst_2,Yamuna,147026,Resting
burst_2,Yamuna,147027,Remove
burst_2,Yamuna,147028,Remove
burst_2,Yamuna,147029,Remove
burst_2,Yamuna,147030,Resting
burst_2,Yamuna,147031,Walking
burst_2,Yamuna,147032,Resting
burst_2,Yamuna,147033,Walking
burst_2,Yamuna,147034,Walking
burst_2,Yamuna,147206,Resting
burst_2,Yamuna,147216,Walking
burst_2,Yamuna,147219,Resting
burst_2,Yamuna,147220,Walking
burst_2,Yamuna,151113,Resting
burst_2,Yamuna,151114,Resting
burst_2,Yamuna,151115,Walking
burst_2,Yamuna,151116,Walking
burst_2,Yamuna,179711,Resting
burst_2,Yamuna,179712,Resting
burst_2,Yamuna,179753,Eating
burst_2,Yamuna,179754,Eating
burst_2,Yamuna,179755,Eating
burst_2,Yamuna,179756,Eating
burst_2,Yamuna,179863,Grooming receiver
burst_2,Yamuna,179864,Grooming receiver
burst_2,Yamuna,179865,Resting
burst_2,Yamuna,179866,Resting
burst_2,Yamuna,179867,Resting
burst_2,Yamuna,179868,Resting
burst_2,Yamuna,179869,Eating
burst_2,Yamuna,179870,Eating
burst_2,Yamuna,179871,Resting
burst_2,Yamuna,179872,Eating
burst_2,Yamuna,179873,Eating
burst_2,Yamuna,179874,Eating
burst_2,Yamuna,179879,Resting
burst_2,Yamuna,179880,Resting
burst_2,Yamuna,179881,Eating
burst_2,Yamuna,179882,Eating
burst_2,Yamuna,179883,Resting
burst_2,Yamuna,179884,Resting
burst_2,Yamuna,179885,Eating
burst_2,Yamuna,179886,Eating
burst_2,Yamuna,179887,Resting
burst_2,Yamuna,179888,Resting
burst_2,Yamuna,179889,Resting
burst_2,Yamuna,179890,Resting
burst_2,Yamuna,183963,Resting
burst_2,Yamuna,183964,Eating
burst_2,Yamuna,183965,Eating
burst_2,Yamuna,183966,Resting
burst_2,Yamuna,183967,Eating
burst_2,Yamuna,183968,Eating
burst_2,Yamuna,183969,Walking
burst_2,Yamuna,183970,Walking
burst_2,Yamuna,184027,Resting
burst_2,Yamuna,184028,Eating
burst_2,Yamuna,193197,Resting
burst_2,Yamuna,193198,Resting
burst_2,Yamuna,193199,Resting
burst_2,Yamuna,193200,Resting
burst_2,Yamuna,193201,Resting
burst_2,Yamuna,193202,Walking
burst_2,Yamuna,193203,Walking
burst_2,Yamuna,193204,Walking
burst_2,Yamuna,193205,Eating
burst_2,Yamuna,193206,Eating
burst_2,Yamuna,193207,Eating
burst_2,Yamuna,193267,Grooming actor
burst_2,Yamuna,193268,Grooming actor
burst_2,Yamuna,193269,Resting
burst_2,Yamuna,193270,Grooming receiver
burst_2,Yamuna,193271,Grooming receiver
burst_2,Yamuna,193272,Grooming receiver
burst_2,Yamuna,193273,Remove
burst_2,Yamuna,193274,Resting
burst_2,Yamuna,193363,Resting
burst_2,Yamuna,193364,Resting
burst_2,Yamuna,193365,Walking
burst_2,Yamuna,193366,Walking
burst_2,Yamuna,258183,Eating
burst_2,Yamuna,258184,Eating
burst_2,Yamuna,258185,Walking
burst_2,Yamuna,258186,Walking
burst_2,Yamuna,258187,Eating
burst_2,Yamuna,258188,Walking
burst_2,Yamuna,258189,Walking
burst_2,Yamuna,258190,Walking
burst_2,Zeus,110129,Resting
burst_2,Zeus,110130,Resting
burst_2,Zeus,110131,Grooming receiver
burst_2,Zeus,110132,Grooming receiver
burst_2,Zeus,110133,Resting
burst_2,Zeus,110134,Grooming actor
burst_2,Zeus,110135,Grooming receiver
burst_2,Zeus,143192,Resting
burst_2,Zeus,143193,Walking
burst_2,Zeus,144715,Resting
burst_2,Zeus,144716,Resting
burst_2,Zeus,144717,Resting
burst_2,Zeus,144718,Resting
burst_2,Zeus,144719,Resting
burst_2,Zeus,144720,Resting
burst_2,Zeus,144721,Walking
burst_2,Zeus,144722,Walking
burst_2,Zeus,144726,Eating
burst_2,Zeus,144727,Eating
burst_2,Zeus,144728,Eating
burst_2,Zeus,144729,Resting
burst_2,Zeus,144730,Resting
burst_2,Zeus,144731,Resting
burst_2,Zeus,144732,Resting
burst_2,Zeus,144733,Resting
burst_2,Zeus,144734,Eating
burst_2,Zeus,144735,Eating
burst_2,Zeus,144736,Eating
burst_2,Zeus,144737,Resting
burst_2,Zeus,144738,Resting
burst_2,Zeus,144739,Resting
burst_2,Zeus,144740,Resting
burst_2,Zeus,212063,Eating
burst_2,Zeus,212064,Eating
burst_2,Zeus,212065,Remove
burst_2,Zeus,212066,Remove
burst_2,Zeus,212067,Eating
burst_2,Zeus,212068,Eating
burst_2,Zeus,212069,Eating
burst_2,Zeus,212070,Eating
burst_2,Zeus,212071,Eating
burst_2,Zeus,212072,Eating
burst_2,Zeus,212073,Eating
burst_2,Zeus,212074,Eating
burst_2,Zeus,212075,Eating
burst_2,Zeus,212076,Eating
burst_2,Zeus,212077,Eating
burst_2,Zeus,212078,Eating
burst_2,Zeus,212079,Running
burst_2,Zeus,212080,Eating
burst_2,Zeus,212081,Resting
burst_2,Zeus,212082,Resting
burst_2,Zeus,212083,Resting
burst_2,Zeus,212084,Resting
burst_2,Zeus,212085,Resting
burst_2,Zeus,212086,Remove
burst_3,Aarhus,212164,Resting
burst_3,Aarhus,212165,Walking
burst_3,Aarhus,212166,Walking
burst_3,Aarhus,212167,Eating
burst_3,Aarhus,212168,Eating
burst_3,Aarhus,212169,Eating
burst_3,Aarhus,212170,Eating
burst_3,Aarhus,212171,Eating
burst_3,Aarhus,212172,Walking
burst_3,Aarhus,212173,Walking
burst_3,Aarhus,212174,Walking
burst_3,Aarhus,212175,Walking
burst_3,Aarhus,212176,Resting
burst_3,Aarhus,212177,Walking
burst_3,Aarhus,212178,Walking
burst_3,Aarhus,212179,Resting
burst_3,Aarhus,212180,Resting
burst_3,Aarhus,212181,Resting
burst_3,Aarhus,212182,Resting
burst_3,Aarhus,212183,Walking
burst_3,Aarhus,212184,Walking
burst_3,Aarhus,212185,Resting
burst_3,Aarhus,212186,Resting
burst_3,Aarhus,212187,Resting
burst_3,Aarhus,212188,Eating
burst_3,Aarhus,212189,Eating
burst_3,Aarhus,212190,Resting
burst_3,Aarhus,212191,Resting
burst_3,Aarhus,212192,Resting
burst_3,Aarhus,212193,Resting
burst_3,Aarhus,212194,Eating
burst_3,Aarhus,212195,Eating
burst_3,Aarhus,212196,Eating
burst_3,Aarhus,212197,Eating
burst_3,Aarhus,212198,Eating
burst_3,Aarhus,212199,Eating
burst_3,Aarhus,212200,Walking
burst_3,Aarhus,212201,Walking
burst_3,Aarhus,212202,Eating
burst_3,Aarhus,212203,Resting
burst_3,Aarhus,212204,Resting
burst_3,Aarhus,212205,Resting
burst_3,Aarhus,212362,Eating
burst_3,Aarhus,212363,Eating
burst_3,Aarhus,212364,Eating
burst_3,Aarhus,212365,Running
burst_3,Aarhus,212366,Walking
burst_3,Aarhus,212367,Resting
burst_3,Aarhus,212461,Remove
burst_3,Aarhus,212462,Remove
burst_3,Aarhus,212463,Remove
burst_3,Aarhus,232222,Grooming receiver
burst_3,Aarhus,232223,Grooming receiver
burst_3,Aarhus,232224,Grooming receiver
burst_3,Aarhus,232309,Eating
burst_3,Aarhus,232345,Resting
burst_3,Aarhus,232346,Resting
burst_3,Aarhus,232347,Resting
burst_3,Aarhus,232348,Walking
burst_3,Aarhus,232349,Resting
burst_3,Aarhus,232350,Resting
burst_3,Aarhus,232351,Eating
burst_3,Aarhus,232352,Self-scratching
burst_3,Aarhus,232353,Eating
burst_3,Aarhus,232354,Eating
burst_3,Aarhus,232355,Eating
burst_3,Aarhus,232356,Eating
burst_3,Aarhus,232603,Resting
burst_3,Aarhus,232604,Resting
burst_3,Aarhus,232605,Eating
burst_3,Aarhus,238178,Remove
burst_3,Aarhus,238179,Remove
burst_3,Aarhus,238180,Eating
burst_3,Aarhus,238181,Eating
burst_3,Aarhus,238182,Eating
burst_3,Aarhus,238183,Eating
burst_3,Aarhus,238184,Eating
burst_3,Aarhus,238185,Remove
burst_3,Aarhus,238186,Walking
burst_3,Aarhus,238187,Resting
burst_3,Aarhus,238188,Resting
burst_3,Aarhus,238297,Grooming actor
burst_3,Aarhus,238298,Grooming actor
burst_3,Aarhus,238299,Grooming actor
burst_3,Aarhus,238300,Eating
burst_3,Aarhus,238301,Remove
burst_3,Aarhus,238302,Remove
burst_3,Aarhus,238456,Eating
burst_3,Aarhus,238457,Eating
burst_3,Aarhus,238458,Eating
burst_3,Aarhus,238459,Resting
burst_3,Aarhus,238460,Resting
burst_3,Aarhus,238461,Self-scratching
burst_3,Aarhus,238462,Walking
burst_3,Aarhus,238463,Walking
burst_3,Aarhus,238464,Walking
burst_3,Aarhus,241150,Walking
burst_3,Aarhus,241151,Walking
burst_3,Aarhus,241152,Resting
burst_3,Aarhus,255697,Sleeping
burst_3,Aarhus,255698,Sleeping
burst_3,Aarhus,255699,Sleeping
burst_3,Aarhus,255700,Self-scratching
burst_3,Aarhus,255701,Resting
burst_3,Aarhus,255702,Resting
burst_3,Aarhus,255703,Sleeping
burst_3,Aarhus,255704,Sleeping
burst_3,Aarhus,255705,Sleeping
burst_3,Aarhus,255706,Sleeping
burst_3,Aarhus,255707,Sleeping
burst_3,Aarhus,255708,Sleeping
burst_3,Aarhus,255925,Grooming actor
burst_3,Aarhus,255926,Grooming actor
burst_3,Aarhus,255927,Grooming actor
burst_3,Aarhus,255928,Resting
burst_3,Aarhus,255929,Resting
burst_3,Aarhus,255930,Resting
burst_3,Aarhus,255931,Grooming receiver
burst_3,Aarhus,255932,Grooming receiver
burst_3,Aarhus,255933,Grooming receiver
burst_3,Aarhus,281210,Resting
burst_3,Aarhus,281211,Walking
burst_3,Aarhus,281329,Grooming actor
burst_3,Aarhus,281330,Grooming actor
burst_3,Aarhus,281331,Grooming actor
burst_3,Aarhus,281332,Grooming actor
burst_3,Aarhus,281333,Grooming actor
burst_3,Aarhus,281334,Self-scratching
burst_3,Aarhus,281335,Resting
burst_3,Aarhus,281336,Resting
burst_3,Aarhus,281337,Resting
burst_3,Aarhus,287887,Resting
burst_3,Aarhus,287888,Resting
burst_3,Aarhus,287889,Resting
burst_3,Aarhus,287890,Resting
burst_3,Aarhus,287891,Resting
burst_3,Aarhus,287892,Resting
burst_3,Aarhus,287893,Walking
burst_3,Aarhus,287894,Walking
burst_3,Aarhus,287895,Resting
burst_3,Aarhus,301793,Resting
burst_3,Aarhus,301794,Resting
burst_3,Aarhus,301795,Resting
burst_3,Aarhus,301796,Resting
burst_3,Aarhus,301797,Resting
burst_3,Aarhus,301798,Walking
burst_3,Aarhus,301799,Resting
burst_3,Aarhus,301800,Remove
burst_3,Aarhus,474895,Running
burst_3,Aarhus,474896,Running
burst_3,Aarhus,474897,Resting
burst_3,Aarhus,474898,Walking
burst_3,Aarhus,474899,Walking
burst_3,Aarhus,474900,Remove
burst_3,Aarhus,474901,Walking
burst_3,Aarhus,474902,Resting
burst_3,Aarhus,474903,Walking
burst_3,Aarhus,537388,Resting
burst_3,Aarhus,537389,Resting
burst_3,Aarhus,537390,Resting
burst_3,Aarhus,537391,Resting
burst_3,Aarhus,537392,Resting
burst_3,Aarhus,537393,Resting
burst_3,Aarhus,537394,Resting
burst_3,Aarhus,537395,Walking
burst_3,Aarhus,537396,Resting
burst_3,Aarhus,937579,Resting
burst_3,Aarhus,937580,Resting
burst_3,Aarhus,937581,Resting
burst_3,Aarhus,937582,Walking
burst_3,Aarhus,937583,Remove
burst_3,Aarhus,937584,Walking
burst_3,Furry Glen,200506,Grooming receiver
burst_3,Furry Glen,200507,Grooming receiver
burst_3,Furry Glen,200508,Grooming receiver
burst_3,Furry Glen,200509,Grooming receiver
burst_3,Furry Glen,200510,Grooming receiver
burst_3,Furry Glen,200511,Grooming receiver
burst_3,Furry Glen,200512,Grooming actor
burst_3,Furry Glen,200513,Grooming actor
burst_3,Furry Glen,200514,Grooming actor
burst_3,Furry Glen,200515,Grooming receiver
burst_3,Furry Glen,200516,Remove
burst_3,Furry Glen,200517,Grooming actor
burst_3,Furry Glen,200518,Grooming actor
burst_3,Furry Glen,200519,Grooming actor
burst_3,Furry Glen,200520,Grooming actor
burst_3,Furry Glen,200521,Grooming actor
burst_3,Furry Glen,200522,Grooming actor
burst_3,Furry Glen,200523,Grooming actor
burst_3,Furry Glen,200524,Resting
burst_3,Furry Glen,200525,Resting
burst_3,Furry Glen,200526,Resting
burst_3,Furry Glen,200527,Self-scratching
burst_3,Furry Glen,200528,Resting
burst_3,Furry Glen,200529,Resting
burst_3,Furry Glen,200530,Resting
burst_3,Furry Glen,200531,Resting
burst_3,Furry Glen,200532,Resting
burst_3,Furry Glen,200533,Resting
burst_3,Furry Glen,200534,Resting
burst_3,Furry Glen,200535,Resting
burst_3,Furry Glen,200536,Resting
burst_3,Furry Glen,200537,Grooming actor
burst_3,Furry Glen,200538,Grooming actor
burst_3,Furry Glen,200539,Remove
burst_3,Furry Glen,200540,Grooming receiver
burst_3,Furry Glen,200541,Grooming receiver
burst_3,Furry Glen,200542,Grooming receiver
burst_3,Furry Glen,200543,Self-scratching
burst_3,Furry Glen,200544,Grooming receiver
burst_3,Furry Glen,200545,Grooming actor
burst_3,Furry Glen,200546,Resting
burst_3,Furry Glen,200547,Resting
burst_3,Furry Glen,200548,Resting
burst_3,Furry Glen,200549,Self-scratching
burst_3,Furry Glen,200550,Self-scratching
burst_3,Furry Glen,200551,Resting
burst_3,Furry Glen,200552,Resting
burst_3,Furry Glen,200553,Resting
burst_3,Furry Glen,200554,Resting
burst_3,Furry Glen,200555,Resting
burst_3,Furry Glen,200556,Resting
burst_3,Furry Glen,200557,Eating
burst_3,Furry Glen,200558,Resting
burst_3,Furry Glen,200559,Self-scratching
burst_3,Furry Glen,200560,Resting
burst_3,Furry Glen,200561,Resting
burst_3,Furry Glen,200562,Resting
burst_3,Furry Glen,200563,Running
burst_3,Furry Glen,220879,Remove
burst_3,Furry Glen,220880,Remove
burst_3,Furry Glen,220881,Remove
burst_3,Furry Glen,220882,Remove
burst_3,Furry Glen,220883,Remove
burst_3,Furry Glen,220884,Remove
burst_3,Furry Glen,220885,Self-scratching
burst_3,Furry Glen,220886,Resting
burst_3,Furry Glen,220887,Resting
burst_3,Furry Glen,220888,Resting
burst_3,Furry Glen,220889,Resting
burst_3,Furry Glen,220890,Resting
burst_3,Furry Glen,220891,Grooming actor
burst_3,Furry Glen,220892,Grooming actor
burst_3,Furry Glen,220893,Grooming actor
burst_3,Furry Glen,226603,Grooming receiver
burst_3,Furry Glen,226604,Grooming receiver
burst_3,Furry Glen,226605,Grooming receiver
burst_3,Furry Glen,229636,Remove
burst_3,Furry Glen,229637,Remove
burst_3,Furry Glen,229638,Remove
burst_3,Furry Glen,229645,Sleeping
burst_3,Furry Glen,229646,Sleeping
burst_3,Furry Glen,229647,Sleeping
burst_3,Furry Glen,229663,Grooming actor
burst_3,Furry Glen,229664,Grooming actor
burst_3,Furry Glen,229665,Grooming actor
burst_3,Furry Glen,229666,Grooming actor
burst_3,Furry Glen,229667,Grooming actor
burst_3,Furry Glen,229668,Grooming actor
burst_3,Furry Glen,229669,Resting
burst_3,Furry Glen,229670,Resting
burst_3,Furry Glen,229671,Resting
burst_3,Furry Glen,229672,Remove
burst_3,Furry Glen,229673,Remove
burst_3,Furry Glen,229675,Grooming actor
burst_3,Furry Glen,229676,Grooming actor
burst_3,Furry Glen,229677,Resting
burst_3,Furry Glen,244003,Sleeping
burst_3,Furry Glen,244004,Sleeping
burst_3,Furry Glen,244005,Sleeping
burst_3,Furry Glen,244006,Resting
burst_3,Furry Glen,244007,Sleeping
burst_3,Furry Glen,244008,Sleeping
burst_3,Furry Glen,244009,Sleeping
burst_3,Furry Glen,244010,Sleeping
burst_3,Furry Glen,244011,Self-scratching
burst_3,Furry Glen,244012,Sleeping
burst_3,Furry Glen,244013,Sleeping
burst_3,Furry Glen,244014,Sleeping
burst_3,Furry Glen,244231,Grooming receiver
burst_3,Furry Glen,244232,Grooming receiver
burst_3,Furry Glen,244233,Grooming receiver
burst_3,Furry Glen,275920,Eating
burst_3,Furry Glen,275921,Eating
burst_3,Furry Glen,275922,Walking
burst_3,Furry Glen,275923,Walking
burst_3,Furry Glen,275924,Eating
burst_3,Furry Glen,275925,Eating
burst_3,Furry Glen,275926,Eating
burst_3,Furry Glen,275927,Walking
burst_3,Furry Glen,275928,Walking
burst_3,Furry Glen,275929,Eating
burst_3,Furry Glen,275930,Eating
burst_3,Furry Glen,275931,Eating
burst_3,Furry Glen,276124,Eating
burst_3,Furry Glen,276125,Resting
burst_3,Furry Glen,276126,Resting
burst_3,Furry Glen,276127,Walking
burst_3,Furry Glen,276128,Walking
burst_3,Furry Glen,276129,Eating
burst_3,Furry Glen,290110,Resting
burst_3,Furry Glen,290111,Resting
burst_3,Furry Glen,290112,Resting
burst_3,Furry Glen,290113,Resting
burst_3,Furry Glen,290114,Resting
burst_3,Furry Glen,290115,Resting
burst_3,Furry Glen,290116,Resting
burst_3,Furry Glen,290117,Resting
burst_3,Furry Glen,290118,Resting
burst_3,Furry Glen,290119,Self-scratching
burst_3,Furry Glen,290120,Resting
burst_3,Furry Glen,290121,Resting
burst_3,Furry Glen,290122,Resting
burst_3,Furry Glen,290123,Remove
burst_3,Furry Glen,290124,Walking
